Ano,Órgão Orçamentário,Função,Grupo de Despesa,Resultado Primário,Subfunção,Projeto de Lei,Dotação Inicial,Dotação Atual,Empenhado,Liquidado,Pago
Total,,,,,,1.450.445.433.311,1.320.014.525.616,1.418.354.560.225,1.328.682.771.366,1.135.211.696.137,1.102.747.377.012
2011,26000 - Ministério da Educação,12 - Educação,1 - Pessoal e Encargos Sociais,0 - Financeira,122 - Administração Geral,3.171.677.325,3.171.677.325,3.304.253.833,3.208.513.729,3.208.513.729,3.198.127.077
2020,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,363 - Ensino Profissional,0,175.531.030,133.132.179,132.324.655,19.975.313,16.240.050
2020,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,364 - Ensino Superior,0,159.830.195,84.522.920,84.513.199,3.967.427,2.223.808
2020,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,7 - Primária discricionária, decorrente de emendas de bancada estadual, considerada no cálculo do RP,368 - Educação Básica,0,234.344.952,180.433.250,179.982.855,258.447,258.447
2020,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,8 - Primária discricionária, decorrente de emendas de comissão permanente do SF, da CD e de comissão mista permanente do CN, considerada no cálculo do RP,368 - Educação Básica,0,22.734.406,22.734.406,22.732.894,1.419.658,1.179.658
2020,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,0,19.233.297,10.000.000,10.000.000,0,0
2020,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,363 - Ensino Profissional,0,180.000.000,54.052.239,52.410.364,6.775.164,5.002.260
2020,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,364 - Ensino Superior,0,219.329.075,185.000.000,184.964.243,31.833.995,24.888.034
2020,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,365 - Educação Infantil,0,10.000.000,75.000.000,75.000.000,44.393.387,44.393.387
2020,26000 - Ministério da Educação,12 - Educação,4 - Investimentos,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,368 - Educação Básica,0,1.598.210.649,1.004.787.864,1.004.559.159,172.884.769,171.985.826
2020,74902 - Recursos sob Supervisão do Fundo de Financiamento ao Estudante do Ensino Superior/FIES - Min. da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,123 - Administração Financeira,536.756.076,498.289.859,855.063.804,853.856.942,478.508.645,478.508.645
2020,74902 - Recursos sob Supervisão do Fundo de Financiamento ao Estudante do Ensino Superior/FIES - Min. da Educação,12 - Educação,5 - Inversões Financeiras,0 - Financeira,694 - Serviços Financeiros,8.860.513.936,8.860.513.936,8.860.513.936,6.571.892.450,5.087.666.182,5.087.666.182
2020,74902 - Recursos sob Supervisão do Fundo de Financiamento ao Estudante do Ensino Superior/FIES - Min. da Educação,12 - Educação,5 - Inversões Financeiras,2 - Primária discricionária, considerada no cálculo do RP,846 - Outros Encargos Especiais,500.000.000,495.890.736,496.108.661,496.108.661,496.108.661,496.108.661
2020,74902 - Recursos sob Supervisão do Fundo de Financiamento ao Estudante do Ensino Superior/FIES - Min. da Educação,12 - Educação,5 - Inversões Financeiras,9 - Primária discricionária, decorrente de emendas de relator-geral do PLOA, excluídas as de ordem técnica, considerada no cálculo do RP,846 - Outros Encargos Especiais,0,3.891.339,3.891.339,3.891.339,3.891.339,3.891.339
2020,93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,12 - Educação,1 - Pessoal e Encargos Sociais,1 - Primária obrigatória, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,2.812.050.075,2.648.382.641,0,0,0,0
2020,93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,12 - Educação,1 - Pessoal e Encargos Sociais,1 - Primária obrigatória, considerada no cálculo do RP,364 - Ensino Superior,2.433.994.643,2.292.330.860,0,0,0,0
2020,93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,12 - Educação,3 - Outras Despesas Correntes,1 - Primária obrigatória, considerada no cálculo do RP,301 - Atenção Básica,221.725.786,217.991.857,0,0,0,0
2020,93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,12 - Educação,3 - Outras Despesas Correntes,1 - Primária obrigatória, considerada no cálculo do RP,331 - Proteção e Benefícios ao Trabalhador,804.950.005,791.394.402,0,0,0,0
2020,93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,122 - Administração Geral,264.058.767,262.757.615,0,0,0,0
2020,93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,123 - Administração Financeira,369.926.484,357.267.600,0,0,0,0
2020,93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,128 - Formação de Recursos Humanos,34.861.863,33.707.953,0,0,0,0
2020,93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,131 - Comunicação Social,8.837.280,8.534.869,0,0,0,0
2020,93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,132.715.233,128.173.718,0,0,0,0
2020,93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,363 - Ensino Profissional,959.433.363,911.074.307,0,0,0,0
2020,93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,364 - Ensino Superior,2.490.866.763,2.403.176.849,0,0,0,0
2020,93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,366 - Educação de Jovens e Adultos,10.200.000,3.940.382,0,0,0,0
2020,93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,368 - Educação Básica,452.551.328,113.941.767,0,0,0,0
2020,93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,571 - Desenvolvimento Científico,46.249.775,44.667.107,0,0,0,0
2020,93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,573 - Difusão do Conhecimento Científico e Tecnológico,2.099.105,2.028.705,0,0,0,0
2021,26000 - Ministério da Educação,12 - Educação,1 - Pessoal e Encargos Sociais,0 - Financeira,846 - Outros Encargos Especiais,8.210.296.379,8.210.296.379,8.415.394.934,8.093.672.918,8.066.685.333,8.060.590.879
2021,26000 - Ministério da Educação,12 - Educação,1 - Pessoal e Encargos Sociais,1 - Primária obrigatória, considerada no cálculo do RP,122 - Administração Geral,143.354.905,143.354.905,596.008.672,536.881.394,536.794.818,494.320.268
2021,26000 - Ministério da Educação,12 - Educação,1 - Pessoal e Encargos Sociais,1 - Primária obrigatória, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,9.655.272.186,9.655.272.186,9.797.525.829,9.702.625.509,9.564.858.492,8.941.030.678
2021,26000 - Ministério da Educação,12 - Educação,1 - Pessoal e Encargos Sociais,1 - Primária obrigatória, considerada no cálculo do RP,363 - Ensino Profissional,3.484.852.153,3.484.852.153,10.723.323.528,10.678.088.187,10.673.674.496,9.604.068.127
2021,26000 - Ministério da Educação,12 - Educação,1 - Pessoal e Encargos Sociais,1 - Primária obrigatória, considerada no cálculo do RP,364 - Ensino Superior,8.251.993.551,8.251.993.551,24.434.722.263,24.279.884.868,24.269.069.083,22.268.206.802
2021,26000 - Ministério da Educação,12 - Educação,1 - Pessoal e Encargos Sociais,1 - Primária obrigatória, considerada no cálculo do RP,368 - Educação Básica,119.747.117,119.747.117,385.250.727,384.796.520,384.796.520,345.372.762
2021,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,1 - Primária obrigatória, considerada no cálculo do RP,301 - Atenção Básica,3.101.933.747,3.101.933.747,3.106.285.685,2.788.930.155,2.762.313.569,2.557.935.920
2021,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,1 - Primária obrigatória, considerada no cálculo do RP,306 - Alimentação e Nutrição,4.059.564.405,4.059.564.405,4.214.109.092,4.213.199.970,4.178.075.393,4.176.794.783
2021,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,1 - Primária obrigatória, considerada no cálculo do RP,368 - Educação Básica,772.038.385,772.038.385,2.522.836.927,772.038.385,770.329.451,770.329.451
2021,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,1 - Primária obrigatória, considerada no cálculo do RP,847 - Transferências para a Educação Básica,6.460.049.049,6.460.049.049,24.845.264.035,24.845.101.103,20.631.251.820,20.631.251.820
2021,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,122 - Administração Geral,415.721.532,376.815.808,548.474.366,538.224.771,413.205.860,400.363.588
2021,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,128 - Formação de Recursos Humanos,28.172.667,26.607.489,40.493.295,35.645.906,19.994.189,17.903.030
2021,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,131 - Comunicação Social,6.972.664,6.554.307,20.927.568,19.553.580,12.405.582,11.418.882
2021,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,720.545.596,688.232.060,787.245.363,767.610.567,620.470.898,603.672.225
2021,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,363 - Ensino Profissional,934.943.797,879.799.046,1.859.671.166,1.839.326.493,1.230.427.495,1.191.238.201
2021,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,364 - Ensino Superior,4.724.487.654,4.588.798.055,7.950.730.494,7.848.431.310,6.433.863.610,6.339.916.220
2021,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,365 - Educação Infantil,22.773.668,19.837.524,46.627.423,46.627.337,45.410.700,45.410.700
2021,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,366 - Educação de Jovens e Adultos,4.368.001,4.105.923,5.470.318,5.466.827,265.129,265.129
2021,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,367 - Educação Especial,16.323.466,15.345.556,39.588.191,31.539.406,21.623.073,21.308.285
2021,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,368 - Educação Básica,4.090.078.636,4.018.031.815,3.942.542.171,3.936.561.852,2.328.643.497,2.310.297.573
2021,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,571 - Desenvolvimento Científico,126.300.000,90.209.899,288.295.546,287.100.085,285.907.558,285.907.558
2021,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,2 - Primária discricionária, considerada no cálculo do RP,573 - Difusão do Conhecimento Científico e Tecnológico,171.340.398,161.798.492,496.582.222,509.595.045,441.824.399,441.824.399
2021,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,302 - Assistência Hospitalar e Ambulatorial,0,3.450.000,4.145.000,4.144.997,2.295.045,1.170.000
2021,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,363 - Ensino Profissional,0,16.820.509,17.372.379,16.639.474,5.369.230,3.662.756
2021,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,364 - Ensino Superior,0,101.192.799,95.304.462,93.391.023,60.950.136,35.838.436
2021,26000 - Ministério da Educação,12 - Educação,3 - Outras Despesas Correntes,6 - Primária discricionária, decorrente de emendas individuais, considerada no cálculo do RP,368 - Educação Básica,0,30.309.905,34.416.437,33.554.331,140.284,126.918
